hora,estado,trafo,loading_pct,P_MW,cumple,ldf_ok
09:00,SIN_SSFV,21123832-S,26.3270,0.037434,1,1
09:00,CON_SSFV,21123832-S,56.5205,-0.082059,1,1
12:00,SIN_SSFV,21123832-S,30.3184,0.043105,1,1
12:00,CON_SSFV,21123832-S,53.0949,-0.076511,1,1
15:00,SIN_SSFV,21123832-S,29.5043,0.041975,1,1
15:00,CON_SSFV,21123832-S,53.7729,-0.077616,1,1
