hora,estado,linea,loading_pct,I_A,P_bus1_MW,clave,cumple,ldf_ok
09:00,SIN_SSFV,9785,0.5990,0.9285,0.019921,0,1,1
09:00,SIN_SSFV,9811,0.2396,0.3715,0.007969,0,1,1
09:00,SIN_SSFV,9822,0.2396,0.3715,0.007969,0,1,1
09:00,SIN_SSFV,9823,0.2396,0.3715,0.007969,0,1,1
09:00,SIN_SSFV,9824,0.2396,0.3715,0.007969,0,1,1
09:00,SIN_SSFV,9839,2.5372,3.9327,-0.084321,0,1,1
09:00,SIN_SSFV,9840,2.6047,4.0373,-0.086565,0,1,1
09:00,SIN_SSFV,9841,2.5372,3.9327,-0.084320,0,1,1
09:00,SIN_SSFV,9842,2.6047,4.0373,0.086565,0,1,1
09:00,SIN_SSFV,9843,2.6642,4.1295,0.088541,0,1,1
09:00,SIN_SSFV,9844,2.4777,3.8405,0.082343,0,1,1
09:00,SIN_SSFV,9944,0.5995,0.9292,0.019921,0,1,1
09:00,SIN_SSFV,9945,0.5995,0.9292,0.019921,0,1,1
09:00,SIN_SSFV,9946,0.5995,0.9292,0.019921,0,1,1
09:00,SIN_SSFV,9949,0.5995,0.9293,0.019921,0,1,1
09:00,SIN_SSFV,9950,0.5995,0.9293,0.019921,0,1,1
09:00,SIN_SSFV,9966,0.2665,0.4130,0.008854,0,1,1
09:00,SIN_SSFV,9967,0.2665,0.4130,0.008854,0,1,1
09:00,SIN_SSFV,9989,0.7995,1.2392,-0.026562,0,1,1
09:00,SIN_SSFV,9990,0.7995,1.2392,0.026562,0,1,1
09:00,SIN_SSFV,9991,0.7995,1.2392,0.026562,0,1,1
09:00,CON_SSFV,10833,3.2649,5.0606,0.108462,0,1,1
09:00,CON_SSFV,10834,1.6324,2.5303,0.054231,0,1,1
09:00,CON_SSFV,10835,0.8329,1.2910,0.027669,0,1,1
09:00,CON_SSFV,10836,1.0661,1.6524,0.035416,0,1,1
09:00,CON_SSFV,10941,0.6997,1.0845,-0.023242,0,1,1
09:00,CON_SSFV,10942,0.5997,0.9296,0.019921,0,1,1
09:00,CON_SSFV,10943,0.5997,0.9296,0.019921,0,1,1
09:00,CON_SSFV,10944,0.5997,0.9296,0.019921,0,1,1
09:00,CON_SSFV,10945,0.5997,0.9296,0.019921,0,1,1
09:00,CON_SSFV,10978,0.6997,1.0845,-0.023242,0,1,1
09:00,CON_SSFV,10979,0.7996,1.2394,0.026562,0,1,1
09:00,CON_SSFV,11284,0.4799,0.7439,0.015937,0,1,1
09:00,CON_SSFV,11285,0.5199,0.8059,0.017265,0,1,1
09:00,CON_SSFV,11286,0.7999,1.2398,0.026562,0,1,1
09:00,CON_SSFV,11287,0.4799,0.7439,0.015937,0,1,1
09:00,CON_SSFV,11288,0.3999,0.6199,-0.013281,0,1,1
09:00,CON_SSFV,11289,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,11290,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,11342,0.3999,0.6199,-0.013281,0,1,1
09:00,CON_SSFV,11343,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,11344,0.3999,0.6199,0.013281,0,1,1
09:00,CON_SSFV,11381,0.3999,0.6198,-0.013281,0,1,1
09:00,CON_SSFV,11382,0.3999,0.6198,0.013281,0,1,1
09:00,CON_SSFV,11383,0.3999,0.6198,-0.013281,0,1,1
09:00,CON_SSFV,11384,0.3999,0.6198,0.013281,0,1,1
09:00,CON_SSFV,11385,0.3999,0.6198,0.013281,0,1,1
09:00,CON_SSFV,15348,0.2664,0.4130,0.008854,0,1,1
09:00,CON_SSFV,15349,0.1059,0.4130,0.008854,0,1,1
09:00,CON_SSFV,15350,0.2664,0.4130,0.008854,0,1,1
09:00,CON_SSFV,15351,0.2664,0.4130,0.008854,0,1,1
09:00,CON_SSFV,21781,1.0845,2.1689,0.046483,0,1,1
09:00,CON_SSFV,21782,1.0845,2.1689,0.046483,0,1,1
09:00,CON_SSFV,21783,0.6197,1.2394,0.026562,0,1,1
09:00,CON_SSFV,26711,0.8329,1.2910,0.027669,0,1,1
09:00,CON_SSFV,26712,0.5997,0.9295,0.019921,0,1,1
09:00,CON_SSFV,26713,0.5997,0.9295,0.019921,0,1,1
