hora,estado,perdidas_kW,ldf_ok
09:00,SIN_SSFV,3742.0244,1
09:00,CON_SSFV,3663.0974,1
12:00,SIN_SSFV,4772.1709,1
12:00,CON_SSFV,4466.6276,1
15:00,SIN_SSFV,4556.1066,1
15:00,CON_SSFV,4295.6509,1
