hora,estado,trafo,loading_pct,P_MW,cumple,ldf_ok
09:00,SIN_SSFV,21123832-S,25.7776,36.627880906586874,1,1
09:00,CON_SSFV,21123832-S,57.0121,-82.84787715620412,1,1
12:00,SIN_SSFV,21123832-S,29.6452,42.17074156041291,1,1
12:00,CON_SSFV,21123832-S,53.6553,-77.42457746995008,1,1
15:00,SIN_SSFV,21123832-S,28.8532,41.071194009626986,1,1
15:00,CON_SSFV,21123832-S,54.3171,-78.5003399238531,1,1
