hora,dU_poc_pu,dP_loss_kW,dLoading_max_linea_pct,dLoading_max_trafo_pct
09:00,0.000614,-78.9270,-1.2554,31.2345
12:00,0.000617,-305.5433,-1.2625,24.0101
15:00,0.000617,-260.4557,-1.2611,25.4639
