Name	In Folder	Grid	Terminal i	Terminal j	Length	Type Name	Rtd.Current	R1	X1	B1	R0	X0	B0
			Busbar	Busbar	km		kA	Ohm	Ohm	uS	Ohm	Ohm	uS
9945	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1154524	1154532	0.0322	3F_15_CU_2_XLPE	0.155	0.021159	0.013721	0	0.035295	0.013166	0
9946	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1154532	1154541	0.0187	3F_15_CU_2_XLPE	0.155	0.012288	0.007968	0	0.020498	0.007646	0
9949	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067192	1103245	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
9950	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1103245	1103253	0.0313	3F_15_CU_2_XLPE	0.155	0.020567	0.013337	0	0.034309	0.012798	0
9966	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067192	1103351	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
9967	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1103351	1103385	0.0226	3F_15_CU_2_XLPE	0.155	0.01485	0.00963	0	0.024772	0.009241	0
9989	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1103393	1067206	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
9990	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1103393	1667262	0.025	3F_15_CU_2_XLPE	0.155	0.016428	0.010653	0	0.027403	0.010222	0
9991	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1667262	1103407	0.0035	3F_15_CU_2_XLPE	0.155	0.0023	0.001491	0	0.003836	0.001431	0
10833	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101293	1155245	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
10834	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155245	1155270	0.02	3F_15_CU_2_XLPE	0.155	0.013142	0.008522	0	0.021923	0.008178	0
10835	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155270	1155253	0.0214	3F_15_CU_2_XLPE	0.155	0.014062	0.009119	0	0.023457	0.00875	0
10836	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155253	1155911	0.0062	3F_15_CU_2_XLPE	0.155	0.004074	0.002642	0	0.006796	0.002535	0
10941	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155334	1101315	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
10942	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155334	1155342	0.0199	3F_15_CU_2_XLPE	0.155	0.013076	0.00848	0	0.021813	0.008137	0
10943	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155342	1155351	0.0139	3F_15_CU_2_XLPE	0.155	0.009134	0.005923	0	0.015236	0.005684	0
10944	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155351	1155377	0.0224	3F_15_CU_2_XLPE	0.155	0.014719	0.009545	0	0.024553	0.009159	0
10945	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155377	1155679	0.0081	3F_15_CU_2_XLPE	0.155	0.005323	0.003451	0	0.008879	0.003312	0
10978	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155334	1101315	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
10979	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155334	1157019	0.0143	3F_15_CU_2_XLPE	0.155	0.009397	0.006093	0	0.015675	0.005847	0
11284	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101421	1155741	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
11285	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155741	1155750	0.026	3F_15_CU_2_XLPE	0.155	0.017085	0.011079	0	0.028499	0.010631	0
11286	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155750	1155776	0.0044	3F_15_CU_2_XLPE	0.155	0.002891	0.001875	0	0.004823	0.001799	0
11287	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101421	1155741	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
11288	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155792	1155741	0.0191	3F_15_CU_2_XLPE	0.155	0.012551	0.008139	0	0.020936	0.00781	0
11289	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155792	1155806	0.0352	3F_15_CU_2_XLPE	0.155	0.02313	0.014999	0	0.038584	0.014393	0
11290	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155806	1155822	0.0081	3F_15_CU_2_XLPE	0.155	0.005323	0.003451	0	0.008879	0.003312	0
11342	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155849	1101404	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
11343	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155849	1155857	0.0221	3F_15_CU_2_XLPE	0.155	0.014522	0.009417	0	0.024224	0.009037	0
11344	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155857	1155881	0.0077	3F_15_CU_2_XLPE	0.155	0.00506	0.003281	0	0.00844	0.003148	0
11381	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155938	1101340	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
11382	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155938	1155946	0.0316	3F_15_CU_2_XLPE	0.155	0.020764	0.013465	0	0.034638	0.012921	0
11383	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155652	1101340	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
11384	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155652	1155971	0.0117	3F_15_CU_2_XLPE	0.155	0.007688	0.004985	0	0.012825	0.004784	0
11385	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155971	1155997	0.0039	3F_15_CU_2_XLPE	0.155	0.002563	0.001662	0	0.004275	0.001595	0
15348	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067214	1667238	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
15349	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1667238	1103725	0.0256	3F_15_CU_350_XLPE	0.39	0.0037	0.0034	0	0.0052	0.0085	0
15350	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1103725	1154605	0.0193	3F_15_CU_2_XLPE	0.155	0.012682	0.008224	0	0.021155	0.007892	0
15351	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1154605	1154613	0.005	3F_15_CU_2_XLPE	0.155	0.003286	0.002131	0	0.005481	0.002044	0
21781	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101307	2214130	0.012	3F_15_CU_1/0_XLPE	0.2	0.005025	0.001951	0	0.00798	0.004906	0
21782	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2214130	2214148	0.0203	3F_15_CU_1/0_XLPE	0.2	0.0085	0.0033	0	0.0135	0.0083	0
21783	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2214148	2214156	0.0078	3F_15_CU_1/0_XLPE	0.2	0.003266	0.001268	0	0.005187	0.003189	0
26711	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155270	1155253	0.0214	3F_15_CU_2_XLPE	0.155	0.014062	0.009119	0	0.023457	0.00875	0
26712	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155253	2567814	0.0054	3F_15_CU_2_XLPE	0.155	0.003548	0.002301	0	0.005919	0.002208	0
26713	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2567814	2567831	0.0058	3F_15_CU_2_XLPE	0.155	0.003811	0.002471	0	0.006358	0.002372	0
40905	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067010	2765811	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
40906	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2765811	2765829	0.0206	3F_15_CU_2_XLPE	0.155	0.013536	0.008778	0	0.02258	0.008423	0
40907	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2765829	2765837	0.0024	3F_15_CU_2_XLPE	0.155	0.001577	0.001023	0	0.002631	0.000981	0
47594	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101421	1155741	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
47595	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155741	1155750	0.026	3F_15_CU_2_XLPE	0.155	0.017085	0.011079	0	0.028499	0.010631	0
47596	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155750	2789132	0.0332	3F_15_CU_2_XLPE	0.155	0.021816	0.014147	0	0.036391	0.013575	0
47597	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2789132	2789141	0.0096	3F_15_CU_2_XLPE	0.155	0.006308	0.004091	0	0.010523	0.003925	0
714206	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067087	4249330	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
714207	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4249330	4249348	0.0085	3F_15_CU_2_XLPE	0.155	0.005585	0.003622	0	0.009317	0.003476	0
714208	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4249348	4249356	0.0111	3F_15_CU_2_XLPE	0.155	0.007294	0.00473	0	0.012167	0.004539	0
714209	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4249356	4249372	0.0025	3F_15_CU_2_XLPE	0.155	0.001643	0.001065	0	0.00274	0.001022	0
714525	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	2214148	4938216	0.0133	3F_15_CU_2/0_XLPE	0.23	0.0045	0.0021	0	0.007	0.0053	0
717305	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1154508	1026682	0.0122	3F_15_CU_2_XLPE	0.155	0.008017	0.005199	0	0.013373	0.004989	0
717306	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1026682	1026666	0.0063	3F_15_CU_2_XLPE	0.155	0.00414	0.002684	0	0.006906	0.002576	0
720189	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067079	5605024	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
720190	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	5605024	5605032	0.0097	3F_15_CU_2_XLPE	0.155	0.006374	0.004133	0	0.010632	0.003966	0
720191	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	5605032	4249330	0.0107	3F_15_CU_2_XLPE	0.155	0.007031	0.004559	0	0.011729	0.004375	0
720192	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4249330	4249348	0.0085	3F_15_CU_2_XLPE	0.155	0.005585	0.003622	0	0.009317	0.003476	0
720193	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4249348	1283235	0.0122	3F_15_CU_2_XLPE	0.155	0.008017	0.005199	0	0.013373	0.004989	0
720194	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1283235	5604524	0.0104	3F_15_CU_2_XLPE	0.155	0.006834	0.004432	0	0.0114	0.004253	0
725649	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	8339694	8338973	0.0023	3F_15_CU_2_XLPE	0.155	0.001511	0.00098	0	0.002521	0.00094	0
725650	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	8339155	8339694	0.0026	3F_15_CU_2_XLPE	0.155	0.001708	0.001108	0	0.00285	0.001063	0
725659	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	8339708	8339155	0.0128	3F_15_CU_2_XLPE	0.155	0.008411	0.005454	0	0.01403	0.005234	0
725660	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1154508	8339708	0.0116	3F_15_CU_2_XLPE	0.155	0.007622	0.004943	0	0.012715	0.004743	0
741064	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155245	1155270	0.02	3F_15_CU_2_XLPE	0.155	0.013142	0.008522	0	0.021923	0.008178	0
764757	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1067052	9500758	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
764758	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	9500758	9500766	0.021	3F_15_CU_2_XLPE	0.155	0.013799	0.008948	0	0.023019	0.008587	0
764759	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	9500766	9500774	0.0221	3F_15_CU_2_XLPE	0.155	0.014522	0.009417	0	0.024224	0.009037	0
764760	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	9500774	8795266	0.0064	3F_15_CU_2_XLPE	0.155	0.004205	0.002727	0	0.007015	0.002617	0
791042	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1618750	1101404	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
791043	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1618750	1618741	0.0029	3F_15_CU_2_XLPE	0.155	0.001906	0.001236	0	0.003179	0.001186	0
791044	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1618741	1618733	0.0434	3F_15_CU_2_XLPE	0.155	0.028518	0.018493	0	0.047572	0.017746	0
791045	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1618733	9219013	0.0087	3F_15_CU_2_XLPE	0.155	0.005717	0.003707	0	0.009536	0.003557	0
804306	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	10 502_Term	1067001	0.012	3F_15_CU_350_XLPE	0.39	0.001734	0.001594	0	0.002438	0.003984	0
806799	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1154290	1154281	0.004	3F_15_CU_2_XLPE	0.155	0.002628	0.001704	0	0.004385	0.001636	0
807671	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101455	3272567	0.012	3F_15_CU_2_XLPE	0.155	0.007885	0.005113	0	0.013154	0.004907	0
807672	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3272567	3272664	0.0183	3F_15_CU_2_XLPE	0.155	0.012025	0.007798	0	0.020059	0.007483	0
807673	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3272664	3272761	0.0077	3F_15_CU_2_XLPE	0.155	0.00506	0.003281	0	0.00844	0.003148	0
807674	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3272761	3272869	0.004	3F_15_CU_2_XLPE	0.155	0.002628	0.001704	0	0.004385	0.001636	0
807675	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3272869	3272966	0.003	3F_15_CU_2_XLPE	0.155	0.001971	0.001278	0	0.003288	0.001227	0
812080	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1155270	3453561	0.016	3F_15_CU_2_XLPE	0.155	0.010514	0.006818	0	0.017538	0.006542	0
812081	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3453561	3453464	0.0205	3F_15_CU_2_XLPE	0.155	0.013471	0.008735	0	0.022471	0.008382	0
812082	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3453464	3453367	0.0086	3F_15_CU_2_XLPE	0.155	0.005651	0.003665	0	0.009427	0.003516	0
812083	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	3453367	3453260	0.0034	3F_15_CU_2_XLPE	0.155	0.002234	0.001449	0	0.003727	0.00139	0
825166	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101277	1103431	0.0165	3F_15_CU_2_XLPE	0.155	0.010842	0.007031	0	0.018086	0.006747	0
825167	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1103431	1103458	0.0299	3F_15_CU_2_XLPE	0.155	0.019647	0.012741	0	0.032774	0.012226	0
828934	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101447	1101455	0.0493	3F_15_CU_4_0_XLPE	0.295	0.010945	0.007001	0	0.016516	0.017649	0
828942	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101471	1101455	0.0652	3F_15_CU_4_0_XLPE	0.295	0.014474	0.009258	0	0.021842	0.023342	0
828945	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101471	1101480	0.0708	3F_15_CU_4_0_XLPE	0.295	0.015718	0.010054	0	0.023718	0.025346	0
828948	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101480	2479567	0.0493	3F_15_CU_4_0_XLPE	0.295	0.010945	0.007001	0	0.016516	0.017649	0
830653	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	1101382	4637844	0.0165	3F_15_CU_2_XLPE	0.155	0.010842	0.007031	0	0.018086	0.006747	0
830654	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4637844	4637852	0.0092	3F_15_CU_2_XLPE	0.155	0.006045	0.00392	0	0.010084	0.003762	0
830655	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4637852	4637861	0.0205	3F_15_CU_2_XLPE	0.155	0.013471	0.008735	0	0.022471	0.008382	0
830657	\Usuario Principal.IntUser\Mas X Menos Guarin.IntPrj\Modelo de Red.IntPrjfolder\Datos de Red.IntPrjfolder\Red.ElmNet	Red	4637861	4916671A	0.0114	3F_15_CU_2_XLPE	0.155	0.007491	0.004858	0	0.012496	0.004661	0
